ExtractDate,FHRSID,name,type,BusinessTypeID,addressLine2,addressLine3,postcode,ratingDate,lon,lat,keywordData,Takeaway
14/02/2014,95711,Cafe Bungalow,Restaurant/Cafe/Canteen,1,1363 Dumbarton Road,Glasgow,G14 9UZ,28/03/2013,-4.343177,55.875742,,T
14/02/2014,31168,Cafe Castello Coffee House,Restaurant/Cafe/Canteen,1,61 Old Castle Road,Glasgow,G44 5TG,03/05/2011,-4.257964,55.816491,,R
14/02/2014,23158,Cafe Cherubini,Restaurant/Cafe/Canteen,1,360 Great Western Road,Glasgow,G4 9HT,27/09/2011,-4.276352,55.873833,,RT
14/02/2014,91623,Cafe Circa,Restaurant/Cafe/Canteen,1,322 Crow Road,Glasgow,G11 7HS,27/11/2013,-4.321842,55.877747,,R
14/02/2014,127496,Cafe Cosmo,Restaurant/Cafe/Canteen,1,12 Rose Street,Glasgow,G3 6QZ,18/08/2011,-4.260859,55.865545,,T
14/02/2014,17904,Cafe Di Sorrento,Restaurant/Cafe/Canteen,1,470 Crow Road,Glasgow,G11 7DR,19/02/2013,-4.325861,55.88132,,T
14/02/2014,22899,Cafe Euro,Restaurant/Cafe/Canteen,1,549 Duke Street,Glasgow,G31 1DL,21/06/2011,-4.217936,55.858642,,RT
14/02/2014,128349,Cafe Express,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,13/03/2013,-4.258023,55.865157,,T
14/02/2014,556086,Cafe Fornette,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,22/07/2013,-4.258023,55.865157,,T
14/02/2014,44283,Cafe Gandolfi,Restaurant/Cafe/Canteen,1,64 Albion Street,Glasgow,G1 1NY,03/10/2013,-4.243579,55.858573,,T
14/02/2014,516677,Cafe Go Go,Restaurant/Cafe/Canteen,1,5 Cresswell Lane,Glasgow,,06/08/2013,,,,RT
14/02/2014,108523,Cafe Hula,Restaurant/Cafe/Canteen,1,321 Hope Street,Glasgow,G2 3PT,16/12/2011,-4.256986,55.866281,,R
14/02/2014,19091,Cafe In Victorian Market,Restaurant/Cafe/Canteen,1,233 London Road,Glasgow,G40 1PE,04/02/2012,-4.237417,55.853948,,RT
14/02/2014,607008,Cafe India,Restaurant/Cafe/Canteen,1,29 Albion Street,Glasgow,G1 1LH,26/10/2013,-4.244412,55.857775,,T
14/02/2014,95682,Cafe JJ,Restaurant/Cafe/Canteen,1,180 Dumbarton Road,Glasgow,G11 6XE,17/05/2012,-4.29999,55.870769,,R
14/02/2014,73330,Cafe Katia,Restaurant/Cafe/Canteen,1,100 Borron Street,Glasgow,,30/04/2013,-4.24894571,55.87401512,,RT
14/02/2014,134208,Cafe La Padella,Restaurant/Cafe/Canteen,1,124 Woodlands Road,Glasgow,G3 6HB,22/04/2013,-4.273911,55.869277,,T
14/02/2014,33024,Cafe Lavita,Restaurant/Cafe/Canteen,1,202 Gallowgate,Glasgow,G1 5DS,29/08/2013,-4.238092,55.855419,,T
14/02/2014,618974,Cafe Lovestruck,Restaurant/Cafe/Canteen,1,751 Pollokshaws Road,Glasgow,G41 2AX,09/12/2013,-4.271722,55.835345,,R
14/02/2014,49187,Cafe Ludovic,Restaurant/Cafe/Canteen,1,11 Lochleven Road,Glasgow,G42 9JU,05/08/2013,-4.265209,55.825507,,R
14/02/2014,571746,Cafe Massimo,Restaurant/Cafe/Canteen,1,1009 Cathcart Road,Glasgow,G42 9XJ,29/07/2013,-4.259091,55.827659,,R
14/02/2014,607039,Cafe Melegrano,Restaurant/Cafe/Canteen,1,105 Albert Drive,Glasgow,G41 2SU,11/11/2013,-4.270098,55.841459,,R
14/02/2014,466607,Cafe Momentum (Scottish Enterprise),Restaurant/Cafe/Canteen,1,50 Waterloo Street,Glasgow,G2 6HQ,14/08/2013,-4.261071,55.86067,,T
14/02/2014,23301,Cafe Noor,Restaurant/Cafe/Canteen,1,49 Kilmarnock Road,Glasgow,G41 3YN,24/01/2013,-4.281972,55.829295,,R
14/02/2014,109495,Cafe Nye,Restaurant/Cafe/Canteen,1,20 India Street,Glasgow,,08/09/2010,,,,T
14/02/2014,534342,Cafe Octavia,Restaurant/Cafe/Canteen,1,40 Edington Street,Glasgow,G4 9RD,31/07/2013,-4.259395,55.872537,,RT
14/02/2014,585895,Cafe Olive,Restaurant/Cafe/Canteen,1,513 Amulree Street,Glasgow,G32 7TW,16/09/2013,-4.165765,55.842891,,RT
14/02/2014,26685,Cafe Oliver,Restaurant/Cafe/Canteen,1,430 Dumbarton Road,Glasgow,G11 6SB,21/06/2013,-4.310294,55.870936,,RT
14/02/2014,48551,Cafe Osa,Restaurant/Cafe/Canteen,1,217 Hope Street,Glasgow,G2 2UW,06/10/2011,-4.257905,55.863667,,T
14/02/2014,10395,Cafe Pearce,Restaurant/Cafe/Canteen,1,860 Govan Road,Glasgow,G51 3UU,13/07/2010,-4.312603,55.863523,,T
14/02/2014,466604,Cafe Phoenix Ltd,Restaurant/Cafe/Canteen,1,262 Woodlands Road,Glasgow,G3 6NE,04/11/2013,-4.277611,55.871869,,T
14/02/2014,48772,Cafe Ritazza,Restaurant/Cafe/Canteen,1,79 Gordon Street,Glasgow,G1 3SQ,19/05/2011,-4.258211,55.859302,,RT
14/02/2014,128567,Cafe Ritazza,Restaurant/Cafe/Canteen,1,1 Scottish Exhibition Centre,Glasgow,G3 8YW,01/09/2010,-4.288154,55.86087,,T
14/02/2014,17637,Cafe Roots,Restaurant/Cafe/Canteen,1,63 North Frederick Street,Glasgow,G1 2BS,23/09/2013,-4.248413,55.862025,,RT
14/02/2014,585892,Cafe Roots (City Of Glasgow College),Restaurant/Cafe/Canteen,1,230 Cathedral Street,Glasgow,G1 2TG,13/09/2013,-4.246071,55.863255,,RT
14/02/2014,48647,Cafe Rouge,Restaurant/Cafe/Canteen,1,20 Royal Exchange Square,Glasgow,G1 3AB,28/11/2013,-4.252561,55.86052,,RT
14/02/2014,607016,Cafe Salma,Restaurant/Cafe/Canteen,1,523 Sauchiehall Street,Glasgow,G3 7PQ,06/11/2013,-4.273083,55.866048,,R
